customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score_Total,Customer_Segment
0056c2dd794a5eede6164dcae635875a,21,1,129.99,5,1,4,514,10,Loyal
0058f300f57d7b93c477a131a59b36c3,160,1,72.58,4,1,3,413,8,Potential
005d8faa4cf789cf52fb880a8569880a,111,1,79.99,4,1,3,413,8,Potential
005e32bc930906dc6b65fb9d11cce3e2,360,1,32.0,2,1,1,211,4,At Risk
005f060d4223956c62b64e9567a36f0f,99,1,689.0,4,1,5,415,10,Loyal
005f4b46e70bbd3295a38e2fd28d6566,300,1,49.8,2,1,2,212,5,At Risk
00605a8897ed9ad73b5c93bebad2541a,157,1,12.9,4,1,1,411,6,At Risk
0064c96f536ac6250275482221834154,70,1,52.66,5,1,2,512,8,Potential
00651d97d964127ccfc0e2e55464876d,184,1,15.0,3,1,1,311,5,At Risk
0065f6fb341f013a95a8e11cdc98d07a,324,1,89.9,2,1,3,213,6,At Risk
006a8c1784d622ebe06bab57e72ee045,277,1,49.0,2,1,2,212,5,At Risk
006bbb235068a01d2e3e47fa09ccf53c,195,1,19.9,3,1,1,311,5,At Risk
006c10bfead12ac8d90486fb4ce4e603,76,1,67.99,5,1,2,512,8,Potential
006d763076d74d16d66e828e79ec1544,390,1,79.9,1,1,3,113,5,At Risk
006ec5b170182812131c7d9b219c036f,318,1,44.98,2,1,2,212,5,At Risk
006f2f20cf0cd723624b99d0e8e40d0c,200,1,29.99,3,1,1,311,5,At Risk
00704e915ae0d4a236eace0267454cf9,394,1,108.9,1,1,3,113,5,At Risk
00728bae3dec9c16b2193ab7e3195eb7,227,1,194.9,3,1,5,315,9,Potential
00737247e3dc1942da2c527ef3bd2709,159,1,59.9,4,1,2,412,7,Potential
0074a1d3f1995ff0538dc7197500973c,112,1,599.0,4,1,5,415,10,Loyal
00776f3807b128beca64cd0b27138d92,342,1,294.99,2,1,5,215,8,Potential
007953b3182d5ccc9189a694f5c68163,501,1,99.99,1,1,3,113,5,At Risk
0079b50e9f77c1148b472818f92eaebc,276,1,24.9,2,1,1,211,4,At Risk
007ba48697b079e78f168b051462dd1b,84,1,129.0,5,1,4,514,10,Loyal
007e21b7a007c8f8dadfa43c9d5a91db,172,1,54.4,4,1,2,412,7,Potential
0083e758383b3deb6c6dac1b0b431ac0,236,1,30.5,3,1,1,311,5,At Risk
0085139b503668b3addcfe826d91be8d,212,3,465.88,3,5,5,355,13,Champions
0085d749fc64f766ece1729464f8039a,161,1,330.0,4,1,5,415,10,Loyal
0087c31081ea8d160baa06bf4ad4d76f,68,1,160.0,5,1,4,514,10,Loyal
008b82b072c6b564fcce49a325f84097,172,1,29.9,4,1,1,411,6,At Risk
009000746b4fc73fe77ecc396fdb78d2,274,1,120.9,2,1,4,214,7,Potential
009210a1646725341917560a13f7799f,393,1,10.75,1,1,1,111,3,Lost
009231b0ef6a6b4f5a5fe46938827b83,206,1,89.9,3,1,3,313,7,Potential
0093c499f4f9c0e169ead490aa62ce3e,443,1,210.0,1,1,5,115,7,Potential
009671b5dc80cdf32aeb5850868ba81c,435,1,62.99,1,1,2,112,4,At Risk
0096c9cb600a08e601f7c2be6734531a,398,1,169.0,1,1,4,114,6,At Risk
0096f8cd903cc205efab77d5ae6bb6f1,198,1,134.9,3,1,4,314,8,Potential
009dd7b313c04f4ccd9d4e423bc04ba7,127,1,79.98,4,1,3,413,8,Potential
009e70fcdd4ea3769c73210414e73c64,437,1,32.9,1,1,1,111,3,Lost
00a02d822b18db532e50e0607e615f3b,16,1,179.9,5,1,5,515,11,Loyal
00a089b8c7ab1e3808c3ad7de7a254dd,71,1,34.49,5,1,1,511,7,Potential
00a1c6913daeda0b7f9b79f802805fdb,246,1,84.99,3,1,3,313,7,Potential
00a1d0d7d91c17c634d6896ce10ce1c6,31,1,95.0,5,1,3,513,9,Potential
00a1e8f160b36ccdcbca310933f12a3b,274,1,28.7,2,1,1,211,4,At Risk
00a39521eb40f7012db50455bf083460,98,1,69.9,4,1,3,413,8,Potential
00a3a868d6047bac2888d27b16743ba0,200,1,89.7,3,1,3,313,7,Potential
00a78b45ea275348c1a8081bef9ab61b,243,1,169.9,3,1,4,314,8,Potential
00a9fd000ff87bb48b989df819c418f5,163,1,238.0,4,1,5,415,10,Loyal
00ab80210f1875276065f3c1911a2110,149,1,25.5,4,1,1,411,6,At Risk
00ab8b4d83051d5a41842abe7ff473fc,271,1,134.9,2,1,4,214,7,Potential
00ac9cd5c4ad19e16e7c6f6864711737,488,1,209.9,1,1,5,115,7,Potential
00af5c2c9fd47849143be82aea5ab2cf,233,2,94.98,3,5,3,353,11,Loyal
00b1066a65657ee1759544f6b61a4e2c,111,2,49.8,4,5,2,452,11,Loyal
00b1d2492b4127598629f19a22a32be8,280,1,129.9,2,1,4,214,7,Potential
00b2ca23369b68c4d4105ecea9c0cb93,27,1,65.9,5,1,2,512,8,Potential
00b2ee6366438f46105832fd9acaf56f,149,1,249.99,4,1,5,415,10,Loyal
00b309d0151d92709de70e43d662711b,323,1,89.9,2,1,3,213,6,At Risk
00ba737b18a7996f68cb8a99556bedd4,414,2,112.80000000000001,1,5,4,154,10,Loyal
00bbfe2f540d0cfccbb098d92c503eca,304,1,59.9,2,1,2,212,5,At Risk
00bd169997f142571c113645554663d6,281,1,41.5,2,1,2,212,5,At Risk
00bee19e1199bc5cede1c674177b9e22,285,1,649.9,2,1,5,215,8,Potential
00bfe974afd63b30ed282dc69892fb98,245,2,99.8,3,5,3,353,11,Loyal
00c003ed13c76042b78d53fbc26930d0,531,1,179.99,1,1,5,115,7,Potential
00c1d73d161e74cfbe78975c1a2ba2ff,125,1,40.0,4,1,2,412,7,Potential
00c26c3dd77bb25a0423a2280886b86a,178,1,19.9,4,1,1,411,6,At Risk
00c31de6420048cb3f668c99153debf7,302,1,64.9,2,1,2,212,5,At Risk
00c916ff33b521444787ac76ac6b029d,263,1,69.9,3,1,3,313,7,Potential
00cac13832bd0a8b6f50f6a36b053223,86,1,399.9,5,1,5,515,11,Loyal
00cc0061269a99836cf8b029b1d0177d,30,1,32.66,5,1,1,511,7,Potential
00cc2d4fcb3a1864b4f900741915aa85,258,1,54.99,3,1,2,312,6,At Risk
00cc8551c0621bc65a440e836bb652d7,524,1,79.9,1,1,3,113,5,At Risk
00cd1ffd1a85ec2af3de73a3d341339d,114,1,49.0,4,1,2,412,7,Potential
00cd767526517f8a4fc27db6cc5a52fa,429,1,79.9,1,1,3,113,5,At Risk
00d03b5e33f8987549c5590313a4ef21,439,1,19.99,1,1,1,111,3,Lost
00d079bd851bf5d13879d7a2a3b5ec48,223,1,159.77,3,1,4,314,8,Potential
00d1e5d82377766dac9f8dc4d4eaf4a8,147,2,116.30000000000001,4,5,4,454,13,Champions
00d7e54ab8c5d9916f19209dbaacbb3d,425,1,56.0,1,1,2,112,4,At Risk
00d8411c0f5ee4e0a9b8900ea483680e,263,1,220.0,3,1,5,315,9,Potential
00d890d6e36244f39e22a9fb95e68756,205,1,29.99,3,1,1,311,5,At Risk
00d8a60ad2500432d9edd109cfddfd9e,112,1,59.0,4,1,2,412,7,Potential
00da34ebf22b87f6c2f53dc069f237df,105,3,209.70000000000002,4,5,5,455,14,Champions
00df047af693b421c167e27932bfd6c5,56,1,149.9,5,1,4,514,10,Loyal
00e10a3ff1e104902141546420f5a18b,41,1,49.9,5,1,2,512,8,Potential
00e151934c812526b4ed6174c8b7b1f7,227,1,129.0,3,1,4,314,8,Potential
00e2972a013072289c3e86cfc2b9e38d,360,1,199.9,2,1,5,215,8,Potential
00e5dfd6ee7406a69b74c72795e6f354,242,1,29.99,3,1,1,311,5,At Risk
00e5ea6932dffb682bd3d5760e84d176,337,1,56.99,2,1,2,212,5,At Risk
00e67cd18afc92ef0196eb8cdf31fde0,274,1,30.1,2,1,1,211,4,At Risk
00e6c1a9e0ea3dbda699b60023a194ac,208,1,151.0,3,1,4,314,8,Potential
00e8de2edf1a4ac05a65e36b4682cd9e,162,1,120.0,4,1,4,414,9,Potential
00e91970e7fa706ece5b58bdb6344224,190,1,25.45,3,1,1,311,5,At Risk
00e984e99fdfd52943156d2d7eb4a5e6,28,1,9.9,5,1,1,511,7,Potential
00ec5df43edcae768361caa707fded3e,262,1,79.0,3,1,3,313,7,Potential
00ec821ef89535a690a072e80387b40e,44,1,110.32,5,1,4,514,10,Loyal
00eca7e1c994897d0a31bf75478f4b55,543,2,327.98,1,5,5,155,11,Loyal
00ecc71175078e2cac5547a5656e9622,445,1,219.99,1,1,5,115,7,Potential
00ee11b831faa111cd62af2f4de8da96,123,1,16.9,4,1,1,411,6,At Risk
00f7a39823c05d6a0675aa6dd276bfb0,8,1,29.99,5,1,1,511,7,Potential
00f8fcf41cceee827e699cc73950218d,99,1,69.9,4,1,3,413,8,Potential
00fd18b088edb95d1a35457f1c0e1bfa,88,1,89.99,5,1,3,513,9,Potential
00fd4a627a3b93cff0729f0b3554640d,26,3,171.78,5,5,4,554,14,Champions
01007c64cbffc1eef7ee682dae0ddbfe,39,1,179.99,5,1,5,515,11,Loyal
01007ebf75cabcd9d81d1aac37b278ca,139,1,60.9,4,1,2,412,7,Potential
01020c5b6024bc1cf2a3228e566bafb2,370,1,99.9,2,1,3,213,6,At Risk
0103751df12aea8b962cfbcd2b61104c,460,1,19.9,1,1,1,111,3,Lost
0104d0840fb6bccc7618c519fbcce1a0,7,1,116.9,5,1,4,514,10,Loyal
010513009a288e24dbbc8183d5bcd4e2,366,1,42.0,2,1,2,212,5,At Risk
01093ce2e3723bdb8de583346d76098c,163,1,29.4,4,1,1,411,6,At Risk
010a81611c87c7e19c18f303e39973b2,316,1,147.9,2,1,4,214,7,Potential
010ab6653f042ebb8e430f1718f61147,137,1,24.9,4,1,1,411,6,At Risk
010bcf93b3363ccf249034e7250266f0,383,1,79.9,1,1,3,113,5,At Risk
011509f63f565e822767bfb89c3cf9b7,477,1,26.69,1,1,1,111,3,Lost
011620d7c45f4d1599c68b2f19e4b73e,220,1,12.25,3,1,1,311,5,At Risk
0116f610fa1418cda75e0d96e1639a03,408,1,25.9,1,1,1,111,3,Lost
011702c19fd5dec0000a8dbbb5b98809,269,1,139.9,2,1,4,214,7,Potential
011735b41c89ca1e075296f4ecb01a27,289,1,29.9,2,1,1,211,4,At Risk
011875f0176909c5cf0b14a9138bb691,529,1,3999.9,1,1,5,115,7,Potential
011b4adcd54683b480c4d841250a987f,196,2,113.94,3,5,4,354,12,Loyal
011b7396d7220ca4ff52508adcb6b870,230,1,29.5,3,1,1,311,5,At Risk
011c3e6b4b11fa8a326a39e78deb6e66,540,1,7.87,1,1,1,111,3,Lost
011d6505c026d200e75cb0b6c47da758,263,1,64.99,3,1,2,312,6,At Risk
011fd4914a2d19b2a0e50c29cea5c6a2,480,1,229.99,1,1,5,115,7,Potential
012216caf4f1082ba3fc02e584de9a29,316,1,82.99,2,1,3,213,6,At Risk
0124721bc33e0aa6772b42d4ccfd01db,442,1,84.99,1,1,3,113,5,At Risk
012510db7f0db8481f8a3708400c8db9,547,1,99.99,1,1,3,113,5,At Risk
0125200158c999d5813b11be482a48da,117,1,69.9,4,1,3,413,8,Potential
012755131a5b785b0ae3291c339a9051,159,2,358.98,4,5,5,455,14,Champions
0129147743b7712da1c4a55a59d0fb16,184,1,34.9,3,1,1,311,5,At Risk
0129d48dce554d95f641d01eaa88904a,167,1,1390.0,4,1,5,415,10,Loyal
012a218df8995d3ec3bb221828360c86,73,1,1369.9,5,1,5,515,11,Loyal
012ab8ee5f7d76005d838758e9a9452c,9,1,29.98,5,1,1,511,7,Potential
012ba82b3ff6ea994a4ecc6c848a4782,146,1,49.0,4,1,2,412,7,Potential
012da9594b65ccb990822802ba0ff2e4,140,1,63.9,4,1,2,412,7,Potential
0130a250cff3b3b0649cae3671959139,184,1,33.0,3,1,1,311,5,At Risk
013523c76f4749da72a9ccc4a67cb234,351,1,29.9,2,1,1,211,4,At Risk
0136e40591d769adfb219f167a691487,344,1,42.9,2,1,2,212,5,At Risk
01376b24e146a15f52ca8382af02fe62,418,1,69.9,1,1,3,113,5,At Risk
0137839e600d4edd0949a8ce7c171164,260,1,129.9,3,1,4,314,8,Potential
013802b3b98584222c1280e654a655b1,105,1,113.9,4,1,4,414,9,Potential
0138dff42973f40e8f5225472526f278,122,1,149.9,4,1,4,414,9,Potential
013f4353d26bb05dc6652f1269458d8d,275,2,128.0,2,5,4,254,11,Loyal
0145b1b14166b43baa374daddffca8fd,355,1,19.9,2,1,1,211,4,At Risk
0145bfdfe85402b2249c7437bd297a07,319,1,56.99,2,1,2,212,5,At Risk
0145fc4d376df22449756022b9ccb472,90,1,19.9,5,1,1,511,7,Potential
01469c41b00bb21cd01d2104b8e81384,564,1,89.9,1,1,3,113,5,At Risk
01489018af4a609acb2fa2634c9ce643,22,1,58.99,5,1,2,512,8,Potential
014dc284927e986549bf255eb79eb3ab,244,1,129.9,3,1,4,314,8,Potential
014fa2f37ee690774a7505252a28daf3,526,1,24.9,1,1,1,111,3,Lost
015124b67936296eb7250b38c906a627,165,1,39.0,4,1,1,411,6,At Risk
01512524d623f78040531c0d8e20a772,318,1,72.9,2,1,3,213,6,At Risk
0151bcc17b8ae63a495b6c9fe6f708a1,174,1,69.9,4,1,3,413,8,Potential
0152897024d0ddad70baafe17ed705f4,167,3,74.69999999999999,4,5,3,453,12,Loyal
0153b79c47a4953a7dad6fb93ab45a02,325,1,193.0,2,1,5,215,8,Potential
015557c9912277312b9073947804a7ba,524,1,230.0,1,1,5,115,7,Potential
015613e1b7c050cd2331d34076fce1c6,152,1,78.0,4,1,3,413,8,Potential
01575c2596c13ff2422df080a71b481b,302,1,50.0,2,1,2,212,5,At Risk
015906d05142c9dc02e816c29c044bba,233,1,289.0,3,1,5,315,9,Potential
01593b828c6e7c516ed078a4820ab9b2,54,1,31.99,5,1,1,511,7,Potential
015aba8b6e516fbf6ee76c164c11987b,186,1,69.9,3,1,3,313,7,Potential
015f170c7abe45372b9f0414d901e71b,286,2,58.0,2,5,2,252,9,Potential
0161ede24e46b8e50ed493e5f8b3b305,267,1,69.9,3,1,3,313,7,Potential
016547a638c42ea1061a1400eab339d2,212,1,49.9,3,1,2,312,6,At Risk
0166e2f8aaec14c93d23dea2523beac5,75,1,185.0,5,1,5,515,11,Loyal
01689985c22786e41347d5167048b25e,41,3,269.70000000000005,5,5,5,555,15,Champions
016a461e59c71a989c278fb565441696,386,1,200.0,1,1,5,115,7,Potential
016a5760b723a3a0bcb4b294d4bc6b45,51,1,199.9,5,1,5,515,11,Loyal
016ac660c79288138b5d6d3570eadc9d,266,1,70.97,3,1,3,313,7,Potential
016c60628fc64e15fa5990e58a0b57c1,406,3,229.74,1,5,5,155,11,Loyal
016dc4411329d2b3292a0fbf1402e95e,71,1,209.99,5,1,5,515,11,Loyal
016e32e564ee03416c6f73e44a4e802a,535,1,69.9,1,1,3,113,5,At Risk
01726e5d6a88d1a8dffd9578872ce54e,197,2,779.8,3,5,5,355,13,Champions
0176190d05dbc46f20484610a0a0e1fb,489,1,289.9,1,1,5,115,7,Potential
0177f6975b155c814ea6273eccc58d82,181,1,217.0,3,1,5,315,9,Potential
0178b244a5c281fb2ade54038dd4b161,476,1,89.9,1,1,3,113,5,At Risk
0178df128a2cb4f9914c8c3beb8a57f6,262,1,18.9,3,1,1,311,5,At Risk
0178fa4e501691dec0663f439950d4de,197,1,23.8,3,1,1,311,5,At Risk
01798446b9d249eb006931079a273601,48,1,69.5,5,1,3,513,9,Potential
017adfe7897c78902d9f7d58cd855990,380,1,239.9,2,1,5,215,8,Potential
017bddd3844cbc8c9259179f66786333,215,1,159.99,3,1,4,314,8,Potential
017c17dd6f2e7859373a5724b863801e,237,1,86.9,3,1,3,313,7,Potential
017c4e59e1a95482f32f65e03a46af95,105,1,69.99,4,1,3,413,8,Potential
017c5a91ab1759799a4d68be8091b8ab,126,1,68.8,4,1,2,412,7,Potential
017c61c786dae249f339e690764ec7e6,328,1,55.0,2,1,2,212,5,At Risk
0180d29fed77d26d59490f37198514a1,58,1,60.0,5,1,2,512,8,Potential
01835b7ef446c78d0c37077894aa068d,148,2,55.8,4,5,2,452,11,Loyal
01838e7d69d87bd8ff2b6ff06789adfb,585,1,126.9,1,1,4,114,6,At Risk
01878328db858b71da86bdc8966ea729,106,1,50.0,4,1,2,412,7,Potential
018875156db79cf3fb697342f256c329,419,1,45.0,1,1,2,112,4,At Risk
0189cca3aa2a0f75ca0cde94ee38be57,450,1,84.99,1,1,3,113,5,At Risk
018b0a8d048e41f2d1f55e56dcbd335c,401,1,179.9,1,1,5,115,7,Potential
018b5a7502c30eb5f230f1b4eb23a156,374,1,39.99,2,1,2,212,5,At Risk
018ca9b2c9f793a0e43e75d6a3eca86a,210,1,87.9,3,1,3,313,7,Potential
018d9881368d5098100c2430b8ed8bdd,189,1,33.99,3,1,1,311,5,At Risk
018e2017f47d05d438effa6d15061c2d,259,1,29.99,3,1,1,311,5,At Risk
01927626c24c5826ceb6ca6b2797fd60,162,1,259.9,4,1,5,415,10,Loyal
019322e670d197f31413176b865880fd,429,1,18.99,1,1,1,111,3,Lost
019441bdb2c9b0b1990cac725c427960,108,1,118.0,4,1,4,414,9,Potential
019890d2ead42f267a2c66919d9dedce,233,1,179.0,3,1,4,314,8,Potential
019d47513bb1164cc83fc2d6d7123ef8,565,1,175.9,1,1,4,114,6,At Risk
019ea19e666644625032de5efe2ceb71,107,1,82.76,4,1,3,413,8,Potential
019fcfdd0b0ec239cc2b536428064c47,50,2,311.9,5,5,5,555,15,Champions
01a013f2d3d7b0fa074a09d3e6e7b611,503,1,289.9,1,1,5,115,7,Potential
01a0f3dc3a406f7fc8593565e1a50b4f,403,1,18.9,1,1,1,111,3,Lost
01a17507586f0f10f52e7e86ac73e1f7,68,1,479.0,5,1,5,515,11,Loyal
01a22e2079ea71e17313b88e5811e54a,219,2,93.0,3,5,3,353,11,Loyal
01a2ad01e93ccfaf7eaff9bda6f2320c,165,1,129.0,4,1,4,414,9,Potential
01a551a1f8c7955ba259897b2e3d2e30,8,1,40.0,5,1,2,512,8,Potential
01a6d398ee25ef8ce7ace2d3620ce248,163,1,49.0,4,1,2,412,7,Potential
01a8574d68d5a495ebe94a4790f6fe34,277,1,118.99,2,1,4,214,7,Potential
01aae089a9f716c2d948a24c5406603d,279,1,69.9,2,1,3,213,6,At Risk
01ac33544e5b7d1e79f7d69a065282f3,63,1,60.9,5,1,2,512,8,Potential
01ad914ceb44eddfbf992570e6a5ef49,66,1,79.9,5,1,3,513,9,Potential
01ae3897d0da657af5dc0b0dab9df7dc,239,1,24.99,3,1,1,311,5,At Risk
01ae92e9e94bec47e10ef885402cfe54,278,1,127.0,2,1,4,214,7,Potential
01b0d417af24703a0b20cbe71f354285,557,1,64.9,1,1,2,112,4,At Risk
01b42ac9d3801e6edf67f7a95f04a838,24,1,59.0,5,1,2,512,8,Potential
01b531d9fa14ce8894156d72f7ee8b92,386,1,106.9,1,1,3,113,5,At Risk
01b53609a2d3710857e22775bbf8ec0f,105,2,79.8,4,5,3,453,12,Loyal
01b7463b1d6850a0ddfb4a93e05d0671,469,1,103.97,1,1,3,113,5,At Risk
01bbbfc56b8ec1052e46f260226e34f9,149,3,239.96999999999997,4,5,5,455,14,Champions
01bc9765e0b1cbb83ec85d576ddc4ef6,14,1,199.99,5,1,5,515,11,Loyal
01bf87cfe6b10b53c057c03b9e7d034f,316,1,39.9,2,1,1,211,4,At Risk
01c1e31277120e8c6360c6448cbd4c80,205,1,89.9,3,1,3,313,7,Potential
01c228e91a729c993c054756eaeb680c,267,1,16.99,3,1,1,311,5,At Risk
01c289bb06354cdc7e6549570f20ada4,246,3,139.98000000000002,3,5,4,354,12,Loyal
01c7e32e214b3b0c31b7460a08e89ec9,69,1,14.9,5,1,1,511,7,Potential
01c849814dd6cd478f0ee6343414acb7,48,1,99.99,5,1,3,513,9,Potential
01c92cf65b66be2fb861a163d4830f5a,190,1,110.9,3,1,4,314,8,Potential
01ca0680cddb7f4c71e3235f08cd16a2,110,1,24.9,4,1,1,411,6,At Risk
01cad597bb1c8c79b2115a6204ab7f8c,260,1,79.9,3,1,3,313,7,Potential
01cd1ef6c24558b19ce2dab8801fabcb,161,1,674.9,4,1,5,415,10,Loyal
01cf555dad51551a56a1bdc9fbf2acd6,469,1,101.0,1,1,3,113,5,At Risk
01d1444a9676bab441621b52773035e9,283,1,139.9,2,1,4,214,7,Potential
01d46b5cad3cda9c22f52df41197a671,504,1,29.9,1,1,1,111,3,Lost
01d540906498d52fa3b7f10b5ce735b2,44,1,79.9,5,1,3,513,9,Potential
01d7b0d6f8958188afa680d75dd47919,65,2,155.8,5,5,4,554,14,Champions
01d8f02b7ae915fddc5736ecdf613cd1,226,1,97.9,3,1,3,313,7,Potential
01daeb09de8f07882ccd4319ffbc4693,277,1,30.0,2,1,1,211,4,At Risk
01dbf5ec2334d02e47a8167d3c2e0837,116,1,36.9,4,1,1,411,6,At Risk
01dd34b5f4cee2a48f03ba1cce8c592c,13,2,74.0,5,5,3,553,13,Champions
01dfe4b4e19154abdebe71e50f52f88d,118,1,105.0,4,1,3,413,8,Potential
01e019838e4e21dd66bb6f69352334f8,270,1,359.0,2,1,5,215,8,Potential
01e123d7c7cedf12af483fc17258b9ce,82,4,790.0,5,5,5,555,15,Champions
01e4f76dbf261176b87ed09f6803c596,176,1,369.48,4,1,5,415,10,Loyal
01e66e20cc67536e6fa27878ed07ad0a,211,1,19.9,3,1,1,311,5,At Risk
01e80828765c999c3f5a7713f3912309,464,1,28.28,1,1,1,111,3,Lost
01e8feee57ec1b6447fdd4fbea8093cb,210,1,122.99,3,1,4,314,8,Potential
01ea7dfdac01a4e8fbe2902b73510b20,201,1,44.9,3,1,2,312,6,At Risk
01ecdc37f767e85f5b3fd2310a289253,15,1,659.99,5,1,5,515,11,Loyal
